timestamp,machine_id,temperature,vibration,pressure,rpm,current,failure,temperature_rolling_mean,temperature_rolling_std,temperature_trend,vibration_rolling_mean,vibration_rolling_std,vibration_trend,pressure_rolling_mean,pressure_rolling_std,pressure_trend,rpm_rolling_mean,rpm_rolling_std,rpm_trend,current_rolling_mean,current_rolling_std,current_trend,future_failure
2025-12-28 10:27:23.315089,AIR_01,49.68,0.048,179.82,1475.9,10.28,0,49.98666666666667,0.237290258263305,-0.3100000000000023,0.1143333333333333,0.0601487046133719,-0.134,180.355,1.4795506074480902,0.0,1493.4666666666665,19.391200753606476,-42.69999999999982,10.115,0.4169292505929506,-0.5,0
2025-12-28 10:32:23.315089,AIR_01,50.1,0.177,179.79,1553.3,9.97,0,49.97333333333333,0.2262447052787444,0.4200000000000017,0.1125,0.0575664833040893,0.129,180.25666666666663,1.497059339727948,-0.0300000000000011,1507.0,27.94523215147812,77.39999999999986,10.076666666666666,0.4181227889826936,-0.3099999999999987,0
2025-12-28 10:37:23.315089,AIR_01,50.71,0.112,179.1,1538.2,10.96,0,50.03666666666667,0.359814767160363,0.6099999999999994,0.122,0.0504420459537477,-0.0649999999999999,179.57166666666663,0.4486163914377887,-0.6899999999999977,1514.8166666666666,29.206260744345183,-15.099999999999907,10.223333333333334,0.5523284047255451,0.9900000000000002,0
2025-12-28 10:42:23.315089,AIR_01,49.91,0.205,177.24,1490.7,9.23,0,50.035,0.3604857833535186,-0.8000000000000043,0.1376666666666666,0.0600288819375029,0.0929999999999999,179.29333333333332,1.0526474560206014,-1.8599999999999848,1510.8166666666666,30.824108529958743,-47.5,10.141666666666667,0.6661356218268665,-1.7300000000000004,0
2025-12-28 10:47:23.315089,AIR_01,51.61,0.173,177.01,1499.1,11.39,0,50.333333333333336,0.7141615130113527,1.7000000000000028,0.1495,0.0585721776955578,-0.032,178.79666666666665,1.3257853018745678,-0.2300000000000182,1512.6333333333332,29.518107437074576,8.399999999999864,10.435,0.7744611029612772,2.16,0
2025-12-28 10:52:23.315089,AIR_01,50.66,0.185,180.36,1473.7,9.78,0,50.44499999999999,0.7020185182742671,-0.9500000000000028,0.15,0.0589168906172075,0.012,178.88666666666668,1.4238492429560978,3.3500000000000227,1505.15,33.168644832130305,-25.399999999999864,10.268333333333333,0.7927525885587924,-1.6100000000000012,0
2025-12-28 10:57:23.315089,AIR_01,51.72,0.093,176.18,1529.8,10.28,0,50.785,0.7497933048514089,1.0600000000000025,0.1575,0.0444150875266502,-0.092,178.28,1.6960778284029223,-4.180000000000007,1514.1333333333332,30.882530120873835,56.09999999999991,10.268333333333333,0.7927525885587924,0.5,0
2025-12-28 11:02:23.315089,AIR_01,50.23,0.151,177.0,1536.4,10.64,0,50.806666666666665,0.7275896279268047,-1.490000000000002,0.1531666666666666,0.0433885545583932,0.0579999999999999,177.81500000000003,1.5776152889725628,0.8199999999999932,1511.3166666666668,27.139743305099252,6.600000000000136,10.38,0.7895061747700259,0.3600000000000012,0
2025-12-28 11:07:23.315089,AIR_01,52.63,0.222,178.53,1547.6,9.99,0,51.126666666666665,1.034188893126719,2.4000000000000057,0.1714999999999999,0.045693544401808,0.071,177.72,1.5000133332740695,1.5300000000000011,1512.8833333333332,29.19543914152826,11.199999999999818,10.218333333333332,0.745048096881447,-0.6500000000000004,0
2025-12-28 11:12:23.315089,AIR_01,50.77,0.237,178.95,1525.7,10.71,0,51.27,0.8799318155402721,-1.8599999999999997,0.1768333333333333,0.0518398173865096,0.0149999999999999,178.005,1.5521179078923042,0.4199999999999875,1518.7166666666665,27.31251849732444,-21.899999999999864,10.465,0.5788523127707089,0.7200000000000006,0
2025-12-28 11:17:23.315089,AIR_01,51.14,0.233,179.48,1494.9,10.56,0,51.19166666666666,0.8643938145698785,0.3699999999999974,0.1868333333333333,0.0565275743922085,-0.0039999999999999,178.41666666666666,1.5629544672403717,0.5300000000000011,1518.0166666666669,27.9619324558709,-30.799999999999955,10.326666666666666,0.3778712302711937,-0.1500000000000003,0
2025-12-28 11:22:23.315089,AIR_01,50.55,0.187,181.57,1541.8,10.09,0,51.17333333333334,0.8789690931236808,-0.5900000000000034,0.1871666666666666,0.0565204977567136,-0.046,178.61833333333334,1.904577818485402,2.0900000000000034,1529.3666666666668,18.644534498525456,46.89999999999986,10.378333333333332,0.3016896860462173,-0.4700000000000006,0
2025-12-28 11:27:23.315089,AIR_01,50.34,0.274,177.99,1503.5,9.61,0,50.943333333333335,0.8878213033413116,-0.2099999999999937,0.2173333333333333,0.0428610156980287,0.087,178.92,1.5517989560506689,-3.579999999999984,1524.9833333333336,21.40891558829401,-38.29999999999996,10.266666666666666,0.4383909974744754,-0.4800000000000004,0
2025-12-28 11:32:23.315089,AIR_01,50.2,0.261,179.5,1534.6,9.9,0,50.93833333333333,0.892713093141724,-0.1400000000000005,0.2356666666666667,0.0305788597999772,-0.013,179.33666666666667,1.236829279515419,1.509999999999991,1524.6833333333334,21.228793339865017,31.09999999999991,10.143333333333333,0.4158685689814339,0.2900000000000009,0
2025-12-28 11:37:23.315089,AIR_01,50.82,0.284,182.41,1514.3,10.61,0,50.63666666666668,0.3437828772156452,0.6199999999999974,0.246,0.0351681674245331,0.0229999999999999,179.98333333333332,1.669391106561515,2.9099999999999966,1519.1333333333332,18.17213984831416,-20.299999999999955,10.246666666666668,0.4460792156855834,0.7099999999999991,0
2025-12-28 11:42:23.315089,AIR_01,50.24,0.214,177.55,1527.9,9.53,0,50.54833333333334,0.3697792134053347,-0.5799999999999983,0.2421666666666666,0.0375202167726501,-0.0699999999999999,179.75,1.921509823029787,-4.859999999999985,1519.5,18.352438530070646,13.600000000000136,10.05,0.4608253465251224,-1.08,0
2025-12-28 11:47:23.315089,AIR_01,51.77,0.255,177.0,1455.8,10.11,0,50.653333333333336,0.5932846421968706,1.5300000000000011,0.2458333333333333,0.0375202167726501,0.041,179.33666666666667,2.2327352432983587,-0.5500000000000114,1512.9833333333331,31.246722494794177,-72.10000000000014,9.975,0.3928231154094666,0.5800000000000001,0
2025-12-28 11:52:23.315089,AIR_01,51.29,0.296,176.2,1507.0,10.83,0,50.77666666666667,0.6423913656538879,-0.480000000000004,0.264,0.0286844905828914,0.0409999999999999,178.4416666666667,2.2347386126047217,-0.8000000000000114,1507.1833333333334,27.875969340395404,51.200000000000045,10.098333333333333,0.5287879222019598,0.7200000000000006,0
2025-12-28 11:57:23.315089,AIR_01,48.67,0.234,178.27,1543.1,10.37,0,50.498333333333335,1.0812847296927244,-2.619999999999997,0.2573333333333333,0.0304871557654474,-0.0619999999999999,178.48833333333334,2.226328068067796,2.0700000000000216,1513.7833333333335,31.306319915740296,36.09999999999991,10.225,0.4768962151244222,-0.4600000000000008,0
2025-12-28 12:02:23.315089,AIR_01,50.1,0.218,182.35,1504.9,9.85,0,50.48166666666666,1.0875553625754728,1.4299999999999995,0.2501666666666666,0.034271951602829,-0.016,178.96333333333334,2.731956563832327,4.079999999999984,1508.8333333333333,29.66140028162305,-38.19999999999982,10.216666666666669,0.4840936548506558,-0.5199999999999996,0
2025-12-28 12:07:23.315089,AIR_01,50.54,0.357,182.21,1537.7,9.93,0,50.435,1.0760808519809288,0.4399999999999977,0.2623333333333333,0.0552328404725545,0.1389999999999999,178.92999999999998,2.6822602409162086,-0.1399999999999863,1512.7333333333331,31.9722796601474,32.799999999999955,10.103333333333332,0.4521356728534761,0.08,0
2025-12-28 12:12:23.315089,AIR_01,51.8,0.255,183.61,1523.3,10.83,0,50.695,1.2007789138721578,1.259999999999998,0.2691666666666667,0.0503802209866794,-0.1019999999999999,179.94000000000003,3.157530680769396,1.4000000000000057,1511.9666666666665,31.58871106371187,-14.400000000000093,10.32,0.4335435387593725,0.9000000000000004,0
2025-12-28 12:17:23.315089,AIR_01,51.8,0.336,180.45,1522.8,10.13,0,50.7,1.2062006466587545,0.0,0.2826666666666667,0.0563264295572393,0.081,180.515,2.810080070033614,-3.160000000000025,1523.1333333333334,15.516013233646394,-0.5,10.323333333333334,0.4316788930057458,-0.6999999999999993,0
2025-12-28 12:22:23.315089,AIR_01,52.29,0.38,180.79,1537.9,11.02,0,50.86666666666667,1.3629331115893644,0.490000000000002,0.2966666666666667,0.0692579718636537,0.0439999999999999,181.28,1.866965452278168,0.3400000000000034,1528.2833333333335,14.158872365647657,15.100000000000136,10.355,0.4804893339086719,0.8899999999999988,0
2025-12-28 12:27:23.315089,AIR_01,53.21,0.35,178.68,1445.9,10.28,0,51.62333333333333,1.14179974893441,0.9200000000000016,0.316,0.0642775232876934,-0.03,181.34833333333333,1.7377964974837827,-2.109999999999985,1512.0833333333333,34.62718103840768,-92.0,10.34,0.4813314866077214,-0.7400000000000002,0
2025-12-28 12:32:23.315089,AIR_01,51.66,0.366,180.8,1515.8,10.67,0,51.88333333333333,0.8710606561352012,-1.5500000000000045,0.3406666666666667,0.0445046814016979,0.016,181.09,1.67311685186666,2.1200000000000045,1513.9000000000003,34.46047010706613,69.89999999999986,10.476666666666668,0.4278161598942537,0.3900000000000005,0
2025-12-28 12:37:23.315089,AIR_01,52.22,0.428,174.3,1485.8,9.38,0,52.16333333333333,0.5713376118081943,0.5600000000000023,0.3525,0.0573123023442608,0.062,179.77166666666665,3.11185743032464,-6.5,1505.25,33.79897927452803,-30.0,10.385,0.5947352352097517,-1.2899999999999991,0
2025-12-28 12:42:23.315089,AIR_01,49.11,0.388,177.07,1520.4,11.19,0,51.715,1.386863367459107,-3.1099999999999994,0.3746666666666667,0.032339861883852,-0.0399999999999999,178.6816666666667,2.6021484712956933,2.769999999999982,1504.7666666666669,33.508725231895085,34.600000000000136,10.445,0.6628649937958697,1.8099999999999987,0
2025-12-28 12:47:23.315089,AIR_01,53.86,0.432,181.43,1535.3,10.54,0,52.05833333333334,1.6433796477584508,4.75,0.3906666666666666,0.0331219967191988,0.0439999999999999,178.845,2.761237041617374,4.360000000000014,1506.85,35.20004261361028,14.899999999999864,10.513333333333334,0.6447842016261449,-0.6500000000000004,0
2025-12-28 12:52:23.315089,AIR_01,51.07,0.377,176.77,1485.2,10.03,0,51.855,1.6839566502734022,-2.789999999999999,0.3901666666666666,0.0333371664462746,-0.0549999999999999,178.17500000000004,2.681467881590196,-4.659999999999997,1498.0666666666666,32.36341555934143,-50.09999999999991,10.348333333333334,0.6151883180512009,-0.5099999999999998,0
2025-12-28 12:57:23.315089,AIR_01,52.57,0.408,176.62,1554.6,10.57,0,51.748333333333335,1.5990924509441853,1.5,0.3998333333333333,0.0272060042392596,0.0309999999999999,177.83166666666668,2.735217846290573,-0.1500000000000056,1516.1833333333334,27.35810056759541,69.39999999999986,10.396666666666668,0.6201182682897395,0.5400000000000009,0
2025-12-28 13:02:23.315089,AIR_01,53.47,0.31,183.25,1547.4,10.52,0,52.05,1.7433186742532258,0.8999999999999986,0.3905,0.044952196831745,-0.0979999999999999,178.24,3.37502592582632,6.629999999999996,1521.45,30.166985265352714,-7.199999999999818,10.371666666666666,0.609833310558439,-0.0500000000000007,0
