timestamp,machine_id,temperature,vibration,pressure,rpm,current,failure,temperature_rolling_mean,temperature_rolling_std,temperature_trend,vibration_rolling_mean,vibration_rolling_std,vibration_trend,pressure_rolling_mean,pressure_rolling_std,pressure_trend,rpm_rolling_mean,rpm_rolling_std,rpm_trend,current_rolling_mean,current_rolling_std,current_trend
2025-12-28 10:27:23.315089,AIR_01,49.68,0.048,179.82,1475.9,10.28,0,49.98666666666667,0.23729025826330502,-0.3100000000000023,0.11433333333333334,0.060148704613371906,-0.134,180.35500000000002,1.4795506074480902,0.0,1493.4666666666665,19.391200753606473,-42.69999999999982,10.115,0.4169292505929506,-0.5
2025-12-28 10:32:23.315089,AIR_01,50.1,0.177,179.79,1553.3,9.97,0,49.97333333333333,0.2262447052787444,0.4200000000000017,0.1125,0.05756648330408937,0.129,180.25666666666666,1.4970593397279481,-0.030000000000001137,1507.0,27.945232151478116,77.39999999999986,10.076666666666666,0.4181227889826936,-0.3099999999999987
2025-12-28 10:37:23.315089,AIR_01,50.71,0.112,179.1,1538.2,10.96,0,50.03666666666667,0.35981476716036304,0.6099999999999994,0.122,0.05044204595374776,-0.06499999999999999,179.57166666666663,0.4486163914377887,-0.6899999999999977,1514.8166666666666,29.206260744345183,-15.099999999999909,10.223333333333334,0.5523284047255451,0.9900000000000002
2025-12-28 10:42:23.315089,AIR_01,49.91,0.205,177.24,1490.7,9.23,0,50.035,0.3604857833535186,-0.8000000000000043,0.13766666666666666,0.06002888193750294,0.09299999999999999,179.29333333333332,1.0526474560206014,-1.8599999999999852,1510.8166666666666,30.824108529958743,-47.5,10.141666666666667,0.6661356218268665,-1.7300000000000004
2025-12-28 10:47:23.315089,AIR_01,51.61,0.173,177.01,1499.1,11.39,0,50.333333333333336,0.7141615130113527,1.7000000000000028,0.1495,0.058572177695557816,-0.032,178.79666666666665,1.3257853018745678,-0.2300000000000182,1512.6333333333332,29.518107437074576,8.399999999999864,10.435,0.7744611029612772,2.16
2025-12-28 10:52:23.315089,AIR_01,50.66,0.185,180.36,1473.7,9.78,0,50.44499999999999,0.7020185182742671,-0.9500000000000028,0.15,0.058916890617207555,0.01200000000000001,178.88666666666668,1.4238492429560978,3.3500000000000227,1505.1499999999999,33.168644832130305,-25.399999999999864,10.268333333333333,0.7927525885587924,-1.6100000000000012
2025-12-28 10:57:23.315089,AIR_01,51.72,0.093,176.18,1529.8,10.28,0,50.785,0.7497933048514089,1.0600000000000023,0.1575,0.04441508752665022,-0.092,178.28,1.6960778284029225,-4.180000000000007,1514.1333333333332,30.882530120873835,56.09999999999991,10.268333333333333,0.7927525885587924,0.5
2025-12-28 11:02:23.315089,AIR_01,50.23,0.151,177.0,1536.4,10.64,0,50.806666666666665,0.7275896279268047,-1.490000000000002,0.15316666666666667,0.04338855455839324,0.057999999999999996,177.81500000000003,1.5776152889725628,0.8199999999999932,1511.3166666666668,27.139743305099255,6.600000000000136,10.38,0.7895061747700259,0.3600000000000012
2025-12-28 11:07:23.315089,AIR_01,52.63,0.222,178.53,1547.6,9.99,0,51.126666666666665,1.034188893126719,2.4000000000000057,0.17149999999999999,0.045693544401808006,0.07100000000000001,177.72,1.5000133332740697,1.5300000000000011,1512.8833333333332,29.19543914152826,11.199999999999818,10.218333333333332,0.745048096881447,-0.6500000000000004
2025-12-28 11:12:23.315089,AIR_01,50.77,0.237,178.95,1525.7,10.71,0,51.27,0.8799318155402721,-1.8599999999999994,0.17683333333333331,0.05183981738650963,0.014999999999999986,178.005,1.5521179078923042,0.4199999999999875,1518.7166666666665,27.312518497324437,-21.899999999999864,10.465,0.5788523127707089,0.7200000000000006
2025-12-28 11:17:23.315089,AIR_01,51.14,0.233,179.48,1494.9,10.56,0,51.19166666666666,0.8643938145698785,0.36999999999999744,0.18683333333333332,0.056527574392208506,-0.003999999999999976,178.41666666666666,1.5629544672403715,0.5300000000000011,1518.0166666666667,27.9619324558709,-30.799999999999955,10.326666666666666,0.37787123027119374,-0.15000000000000036
2025-12-28 11:22:23.315089,AIR_01,50.55,0.187,181.57,1541.8,10.09,0,51.17333333333334,0.8789690931236808,-0.5900000000000034,0.18716666666666668,0.0565204977567136,-0.04600000000000001,178.61833333333334,1.904577818485402,2.0900000000000034,1529.3666666666668,18.644534498525456,46.899999999999864,10.378333333333332,0.3016896860462173,-0.47000000000000064
2025-12-28 11:27:23.315089,AIR_01,50.34,0.274,177.99,1503.5,9.61,0,50.943333333333335,0.8878213033413116,-0.20999999999999375,0.21733333333333335,0.042861015698028714,0.08700000000000002,178.92,1.5517989560506689,-3.579999999999984,1524.9833333333336,21.40891558829401,-38.299999999999955,10.266666666666666,0.43839099747447546,-0.4800000000000004
